"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"500",6.28152920363103e-27,1.07688166045427,0.956,0.934,1.46987783364966e-22,"25","mt-Rnr2"
"501",4.39981263271784e-11,0.286972189911019,0.756,0.578,1.02955615605598e-06,"25","Ctss"
"502",1.13043445280364e-10,0.469644872396604,0.522,0.364,2.64521661956051e-06,"25","H2-Aa"
"503",2.09457487119026e-10,0.491718962835369,0.519,0.377,4.90130519858521e-06,"25","H2-Ab1"
"504",1.76904001534768e-07,0.405243419607292,0.41,0.287,0.00413955363591358,"25","H2-Eb1"
"505",1.10802552431356e-05,0.305321921070016,0.525,0.426,0.259277972689374,"25","Psap"
"506",2.56129252414748e-05,0.251248819229557,0.59,0.495,0.59934245065051,"25","Ctsd"
"507",3.41311939469927e-05,0.453774440054944,0.454,0.36,0.798669938359629,"25","Chi3l3"
"508",0.00164654164325588,0.55377534725113,0.254,0.2,1,"25","mt-Rnr1"
"509",0.00324964772113648,0.279709378719765,0.414,0.347,1,"25","Ftl1"
"510",0.00352258002866875,0.316544436004738,0.359,0.304,1,"25","Sat1"
"511",0.00438411416160357,0.381487425710803,0.254,0.2,1,"25","Cd68"
"512",0,3.08312297770065,0.974,0.015,0,"26","Ifi205"
"513",0,2.05848810928817,0.601,0.055,0,"26","Plbd1"
"514",8.77232682849052e-206,1.84932583558096,0.526,0.063,2.05272447786678e-201,"26","Irf8"
"515",1.64619405043388e-173,1.79678732552052,0.922,0.282,3.85209407801529e-169,"26","H2-Eb1"
"516",2.72287017991623e-161,1.79607473736317,0.963,0.373,6.37151622100398e-157,"26","H2-Ab1"
"517",5.57979107758816e-151,1.6163486154437,0.951,0.36,1.30567111215563e-146,"26","H2-Aa"
"518",1.4884912143479e-138,2.33554840289623,0.948,0.557,3.48306944157408e-134,"26","Cst3"
"519",1.87543897114049e-132,1.68751917810238,0.567,0.111,4.38852719246874e-128,"26","Naaa"
"520",3.14042100786102e-131,1.30279711742116,0.321,0.035,7.34858515839479e-127,"26","Amica1"
"521",4.65503047615237e-121,1.30781901513466,0.257,0.025,1.08927713141965e-116,"26","Rnase6"
"522",1.67847544745698e-114,1.46630964843485,0.948,0.469,3.92763254704934e-110,"26","Cd74"
"523",3.66230750961797e-105,1.1442224579404,0.261,0.029,8.56979957250605e-101,"26","Mnda"
"524",2.55903370317129e-101,1.33180335054154,0.34,0.049,5.98813886542082e-97,"26","Ckb"
"525",2.62353038247754e-93,1.38232500738996,0.455,0.092,6.13906109499744e-89,"26","Ppt1"
"526",1.03621344525872e-91,1.33353106721566,0.567,0.141,2.4247394619054e-87,"26","H2-DMa"
"527",3.08699707846192e-80,1.2696992157085,0.351,0.064,7.22357316360089e-76,"26","Psmb9"
"528",7.59108320186008e-73,1.13124602264756,0.556,0.155,1.77631346923526e-68,"26","Lsp1"
"529",1.31563932213669e-67,1.13173228049396,0.399,0.09,3.07859601379985e-63,"26","H2-DMb1"
"530",1.61747630284001e-66,1.21319514371462,0.66,0.252,3.78489454864563e-62,"26","Id2"
"531",1.90565769413557e-56,1.08946046479449,0.31,0.066,4.45923900427724e-52,"26","BC028528"
"532",0,3.44672956666249,0.764,0.003,0,"27","Mmrn1"
"533",0,2.94082420561382,0.694,0.029,0,"27","Gng11"
"534",0,2.02717738776339,0.322,0.003,0,"27","Flt4"
"535",1.33747645510685e-274,1.76967680902356,0.252,0.009,3.12969490495003e-270,"27","Lama4"
"536",6.8303200743146e-241,2.59444682104688,0.57,0.06,1.59829489738962e-236,"27","Lyve1"
"537",4.09212412442569e-190,1.70735036940687,0.264,0.016,9.57557045115611e-186,"27","Kdr"
"538",1.34041403220011e-181,1.69225357165624,0.281,0.018,3.13656883534825e-177,"27","Prkcdbp"
"539",2.22555473007235e-155,1.92809343839503,0.533,0.076,5.2077980683693e-151,"27","Sdpr"
"540",1.71421694534488e-153,1.61840023516175,0.285,0.022,4.01126765210702e-149,"27","Ecscr"
"541",1.17305400890034e-148,2.03113619832581,0.504,0.072,2.7449463808268e-144,"27","Timp3"
"542",2.79432055552018e-139,1.54765035884816,0.256,0.02,6.53871009991722e-135,"27","Cldn5"
"543",6.46822876180264e-135,1.56855030776341,0.38,0.044,1.51356553026182e-130,"27","Egfl7"
"544",2.59926686225435e-132,1.8616705662017,0.331,0.035,6.08228445767518e-128,"27","Ppfibp1"
"545",4.49339551066994e-131,1.87036871287741,0.417,0.056,1.05145454949677e-126,"27","Maf"
"546",4.72688422229146e-120,2.00774207808368,0.318,0.036,1.1060909080162e-115,"27","Fgl2"
"547",2.4806419822963e-79,1.37137485727413,0.26,0.034,5.80470223857335e-75,"27","S100a16"
"548",1.40595785976213e-64,1.42032461221464,0.277,0.046,3.28994139184339e-60,"27","Ece1"
"549",8.55125166761719e-61,1.46861990767534,0.426,0.107,2.00099289022242e-56,"27","Lrg1"
"550",1.34801773964499e-60,1.5768718558844,0.326,0.066,3.15436151076927e-56,"27","Cp"
"551",1.14716598154927e-42,1.34234260458529,0.401,0.124,2.6843683968253e-38,"27","Ctnna1"
"552",0,4.09912809820563,0.934,0.014,0,"28","Gzma"
"553",0,4.08981547495767,0.943,0.042,0,"28","Ccl5"
"554",0,3.05439311865706,0.624,0.016,0,"28","Nkg7"
"555",0,2.68793517414838,0.297,0.001,0,"28","Klra8"
"556",0,2.28964677195117,0.266,0.002,0,"28","Klre1"
"557",2.73523039287809e-294,2.05685379791438,0.258,0.009,6.40043911933473e-290,"28","Klrk1"
"558",6.06359713735759e-292,2.210991466976,0.341,0.016,1.41888173014168e-287,"28","Klrd1"
"559",1.41054970319165e-206,2.42298118238877,0.603,0.076,3.30068630546847e-202,"28","AW112010"
"560",1.25747302628855e-122,1.86668488595366,0.319,0.033,2.9424868815152e-118,"28","Ms4a4b"
"561",6.0092239939064e-34,1.2672203024461,0.55,0.253,1.4061584145741e-29,"28","Id2"
"562",1.10678075093264e-28,1.16331790469645,0.467,0.205,2.58986695718237e-24,"28","Ptprc"
"563",3.75556141547501e-19,0.710844667758912,0.633,0.405,8.78801371221152e-15,"28","Tmsb10"
"564",8.02956206600113e-12,1.06471886664093,0.266,0.129,1.87891752344426e-07,"28","Jak1"
"565",4.11572524351212e-11,0.621245033791537,0.498,0.325,9.63079706981837e-07,"28","Cd52"
"566",4.43332290871735e-09,0.417201547552325,0.729,0.626,0.000103739756063986,"28","H2-D1"
"567",1.82161147928721e-08,0.563287513958826,0.498,0.363,0.000426257086153207,"28","Lgals1"
"568",2.93487007222875e-06,0.730190026441644,0.271,0.174,0.0686759596901527,"28","Ahnak"
"569",1.61713346438503e-05,0.466055020559333,0.52,0.441,0.378409230666097,"28","H2-K1"
"570",0.000922938936447489,0.514928252865092,0.354,0.292,1,"28","Cfl1"
"571",0.00383398350398308,0.418598381438673,0.485,0.439,1,"28","Pfn1"
"572",0,2.9829444419133,0.986,0.016,0,"29","Rora"
"573",2.32375318269884e-38,1.2426259799069,0.364,0.102,5.43758244751528e-34,"29","Hc"
"574",1.2183415796794e-36,1.14919082879483,0.423,0.136,2.8509192964498e-32,"29","Chi3l1"
"575",3.95010487567525e-36,1.23830326399567,0.464,0.168,9.24324540908009e-32,"29","Slc34a2"
"576",8.27505885181591e-34,1.16218868317352,0.305,0.082,1.93636377132492e-29,"29","S100g"
"577",1.40157622614206e-32,1.01509298687603,0.364,0.11,3.27968836917243e-28,"29","Lamp3"
"578",8.60598878475858e-29,1.11516235122736,0.45,0.18,2.01380137563351e-24,"29","Cxcl15"
"579",6.36179156185984e-25,1.19630364700205,0.564,0.321,1.4886592254752e-20,"29","Sftpb"
"580",7.7384938260869e-25,1.21715319856835,0.577,0.324,1.81080755530434e-20,"29","Sftpa1"
"581",1.60191558460955e-24,0.9777397304257,0.486,0.223,3.74848246798635e-20,"29","Sftpd"
"582",1.83068958296353e-22,0.908955744890364,0.4,0.161,4.28381362413467e-18,"29","Scd1"
"583",1.72656309966341e-19,0.692918915859694,0.295,0.106,4.04015765321237e-15,"29","Ager"
"584",2.69694417235477e-18,0.808952405690811,0.273,0.098,6.31084936331016e-14,"29","Dram1"
"585",1.0420827055418e-17,0.840919502846013,0.373,0.166,2.43847353096781e-13,"29","Atp1b1"
"586",1.31467602715354e-17,1.31426529262736,0.709,0.602,3.07634190353928e-13,"29","Sftpc"
"587",2.68925803775831e-17,0.829823348852212,0.264,0.096,6.29286380835445e-13,"29","Sfta2"
"588",6.29582910465891e-16,0.86532688175332,0.386,0.188,1.47322401049018e-11,"29","Napsa"
"589",6.55680928618443e-12,0.584377048998599,0.3,0.138,1.53429337296716e-07,"29","Selenbp1"
"590",2.72681938665601e-10,0.652139764591113,0.332,0.176,6.38075736477507e-06,"29","Neat1"
"591",4.28490632536936e-08,0.605604794857569,0.268,0.142,0.00100266808013643,"29","Alcam"
"592",0,2.94028582081004,1,0.017,0,"30","4932438A13Rik"
"593",3.49433009216618e-16,1.11083398515742,0.359,0.169,8.17673241566886e-12,"30","Slc34a2"
"594",1.01287527236863e-13,0.735924340791351,0.258,0.103,2.3701281373426e-09,"30","Hc"
"595",6.47748647305261e-12,0.78894623432713,0.35,0.181,1.51573183469431e-07,"30","Cxcl15"
"596",6.79089769162294e-12,0.838490096401992,0.253,0.111,1.58907005983977e-07,"30","Lamp3"
"597",1.31215133877529e-11,0.803537725453345,0.29,0.137,3.07043413273418e-07,"30","Chi3l1"
"598",3.97144985170264e-11,0.335329445800015,0.954,0.849,9.29319265298417e-07,"30","Lyz2"
"599",6.1334505968503e-11,0.834282529757194,0.493,0.325,1.43522743966297e-06,"30","Sftpa1"
"600",2.12095965986967e-09,0.948175899617169,0.71,0.602,4.96304560409503e-05,"30","Sftpc"
"601",6.93973204494454e-09,0.690158881508725,0.3,0.162,0.000162389729851702,"30","Scd1"
"602",1.19857555936449e-08,0.830617786048334,0.456,0.322,0.000280466680891291,"30","Sftpb"
"603",1.21117797510567e-08,0.616632229287606,0.373,0.224,0.000283415646174727,"30","Sftpd"
"604",1.22748350927157e-07,0.600597695632495,0.323,0.188,0.00287231141169548,"30","Napsa"
"605",8.65904102438624e-06,0.454435550103737,0.364,0.238,0.202621559970638,"30","Rnase4"
"606",0.000327786216280784,0.378915577307829,0.825,0.765,1,"30","Malat1"
"607",0.000943666582614473,0.410349445295066,0.539,0.474,1,"30","mt-Nd2"
"608",0.00607203789717044,0.251494364691402,0.959,0.934,1,"30","mt-Rnr2"
"609",0.00746740285105825,0.254305333748353,0.608,0.556,1,"30","Npc2"
"610",0,2.9668128375743,1,0.019,0,"31","Xrn1"
"611",7.52512909961378e-08,0.349101934654015,0.913,0.849,0.00176088020930963,"31","Lyz2"
"612",3.31565265810254e-07,0.666020815812391,0.473,0.322,0.00775862721995995,"31","Sftpb"
"613",1.08992873423432e-06,0.742886085203534,0.304,0.182,0.0255043323810831,"31","Cxcl15"
"614",8.89381569710381e-06,0.694447191319334,0.451,0.325,0.208115287312229,"31","Sftpa1"
"615",1.47919727034779e-05,0.483503400730147,0.31,0.188,0.346132161261383,"31","Napsa"
"616",7.54789252941661e-05,0.74940851637143,0.685,0.602,1,"31","Sftpc"
"617",0.000239470874696316,0.559954833499417,0.321,0.224,1,"31","Sftpd"
"618",0.000362312187649157,0.294641412061996,0.668,0.556,1,"31","Npc2"
"619",0.00041580129781714,0.511424285850123,0.261,0.17,1,"31","Slc34a2"
"620",0.000449584573505942,0.286787305410776,0.571,0.456,1,"31","Hsp90b1"
"621",0.000464101569745114,0.547258495628262,0.255,0.162,1,"31","Scd1"
"622",0.00335364892717498,0.477279617047457,0.283,0.208,1,"31","Mpeg1"
"623",0.00907907175776658,0.353645036587999,0.38,0.311,1,"31","Ctsh"
"624",0,5.12150279243178,0.994,0.087,0,"32","Scgb3a1"
"625",0,4.9449899214688,0.913,0.041,0,"32","Bpifa1"
"626",0,4.35426505158318,0.879,0.02,0,"32","Reg3g"
"627",0,3.81199426625882,0.988,0.123,0,"32","Scgb3a2"
"628",0,3.33314477134498,0.74,0.006,0,"32","Bpifb1"
"629",0,2.51528167543375,0.48,0.003,0,"32","Tff2"
"630",0,2.49980910776702,0.462,0.01,0,"32","Ltf"
"631",0,2.15134338976883,0.543,0.01,0,"32","Lypd2"
"632",0,1.74791712882235,0.434,0.013,0,"32","Pigr"
"633",0,1.72887447223374,0.405,0.011,0,"32","Sult1d1"
"634",0,1.43168635404204,0.335,0.005,0,"32","Muc5b"
"635",2.24254864347273e-232,1.46402403864355,0.353,0.017,5.24756382572618e-228,"32","Fmo3"
"636",8.49709094809783e-182,1.82911899271926,0.613,0.064,1.98831928185489e-177,"32","Cp"
"637",1.5294345335149e-172,1.51400102016013,0.514,0.047,3.57887680842487e-168,"32","Cxcl17"
"638",4.731311774585e-169,2.13294024289955,0.838,0.14,1.10712695525289e-164,"32","Cyp2f2"
"639",5.35415943652459e-155,1.4228568858458,0.474,0.044,1.25287330814675e-150,"32","Gsta4"
"640",1.54420346905727e-151,2.05134265136578,0.931,0.213,3.61343611759402e-147,"32","Wfdc2"
"641",1.81480276668596e-147,1.9240603839523,0.659,0.092,4.24663847404515e-143,"32","Gsto1"
"642",5.18238827457803e-96,2.46070034384385,1,0.863,1.21267885625126e-91,"32","Scgb1a1"
"643",9.36469721663303e-92,2.47595171246525,0.717,0.174,2.19133914869213e-87,"32","Retnla"
"644",0,4.43220775191514,0.951,0.015,0,"33","Prg4"
"645",0,3.68249911316463,0.841,0.049,0,"33","Saa3"
"646",0,3.02147146882549,0.451,0.001,0,"33","Alox15"
"647",0,2.07441994671938,0.372,0.013,0,"33","Ednrb"
"648",0,2.04221350833282,0.256,0.002,0,"33","Serpinb2"
"649",0,2.03545817501223,0.262,0.002,0,"33","F5"
"650",3.60989997159702e-260,2.44933452578482,0.354,0.014,8.44716593353703e-256,"33","Fcna"
"651",2.10001026459783e-192,2.57146177303357,0.311,0.015,4.91402401915892e-188,"33","Cxcl13"
"652",7.03192271465718e-161,2.4896163540863,0.591,0.068,1.64546991522978e-156,"33","Pf4"
"653",1.35120962088541e-149,2.51278689290884,0.683,0.103,3.16183051287185e-145,"33","Cfp"
